net_junctionCornerDetail;net_limitTurnSpeed;net_version;location_convBoundary;location_netOffset;location_origBoundary;location_projParameter;type_allow;type_id;type_numLanes;type_oneway;type_priority;type_speed;type_width;type_disallow;edge_function;edge_id;lane_disallow;lane_id;lane_index;lane_length;lane_shape;lane_speed;edge_from;edge_name;edge_priority;edge_to;edge_type;param_key;param_value;edge_shape;edge_spreadType;tlLogic_id;tlLogic_offset;tlLogic_programID;tlLogic_type;phase_duration;phase_maxDur;phase_minDur;phase_state;junction_id;junction_incLanes;junction_intLanes;junction_shape;junction_type;junction_x;junction_y;request_cont;request_foes;request_index;request_response;connection_dir;connection_from;connection_fromLane;connection_state;connection_to;connection_toLane;connection_via;connection_linkIndex;connection_tl;roundabout_edges;roundabout_nodes
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6053236277;-643169936#1_0 643169936#0_0 -643169937_0;:6053236277_0_0 :6053236277_1_0 :6053236277_2_0 :6053236277_3_0 :6053236277_4_0 :6053236277_5_0 :6053236277_6_0 :6053236277_7_0 :6053236277_8_0;779.87,1812.72 785.10,1809.04 779.68,1801.35 774.45,1805.04 774.79,1805.82 774.78,1806.19 774.66,1806.53 774.42,1806.86 774.06,1807.17 777.78,1812.37 778.56,1812.02 778.91,1812.02 779.25,1812.14 779.57,1812.37;right_before_left;779.76;1807.02;0;000011110;7;000011000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6053236277;-643169936#1_0 643169936#0_0 -643169937_0;:6053236277_0_0 :6053236277_1_0 :6053236277_2_0 :6053236277_3_0 :6053236277_4_0 :6053236277_5_0 :6053236277_6_0 :6053236277_7_0 :6053236277_8_0;779.87,1812.72 785.10,1809.04 779.68,1801.35 774.45,1805.04 774.79,1805.82 774.78,1806.19 774.66,1806.53 774.42,1806.86 774.06,1807.17 777.78,1812.37 778.56,1812.02 778.91,1812.02 779.25,1812.14 779.57,1812.37;right_before_left;779.76;1807.02;0;000010001;8;000010001;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6053236279;643169937_0;:6053236279_0_0;757.06,1802.36 754.43,1804.19 757.06,1802.36;priority;757.06;1802.36;0;0;0;0;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6086552331;442469226#7_0;;540.92,1314.18 538.95,1314.51 540.60,1315.65 540.90,1315.16 540.97,1314.96 540.99,1314.75 540.97,1314.50;dead_end;540.00;1314.74;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6086552364;295038074#3_0 401506730#5_0 401506730#5_1;:6086552364_0_0 :6086552364_0_1;636.35,1693.05 637.94,1691.84 637.58,1691.08 637.58,1690.74 637.70,1690.41 637.93,1690.11 638.29,1689.82 634.80,1684.46 633.91,1684.84 633.52,1684.85 633.16,1684.73 632.84,1684.50 632.55,1684.14 630.66,1686.10 630.99,1686.17 630.98,1686.43 630.88,1686.76 630.69,1687.07 630.43,1687.32 633.95,1692.67 634.84,1692.30 635.26,1692.30 635.64,1692.42 636.01,1692.67;priority;634.25;1688.64;0;00;0;00;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6086552364;295038074#3_0 401506730#5_0 401506730#5_1;:6086552364_0_0 :6086552364_0_1;636.35,1693.05 637.94,1691.84 637.58,1691.08 637.58,1690.74 637.70,1690.41 637.93,1690.11 638.29,1689.82 634.80,1684.46 633.91,1684.84 633.52,1684.85 633.16,1684.73 632.84,1684.50 632.55,1684.14 630.66,1686.10 630.99,1686.17 630.98,1686.43 630.88,1686.76 630.69,1687.07 630.43,1687.32 633.95,1692.67 634.84,1692.30 635.26,1692.30 635.64,1692.42 636.01,1692.67;priority;634.25;1688.64;0;00;1;00;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6086552365;370644951#10_0 370644951#10_1 401506730#4_0 401506730#4_1;:6086552365_0_0 :6086552365_1_0 :6086552365_1_1 :6086552365_3_0 :6086552365_3_1 :6086552365_5_0;628.03,1701.04 634.20,1699.34 636.01,1691.31 632.49,1685.96 627.33,1684.54 622.15,1688.29 622.93,1690.33 622.79,1691.33 622.29,1692.32 621.44,1693.30 620.23,1694.27 623.87,1699.53 625.73,1698.73 626.48,1698.82 627.12,1699.24 627.63,1699.98;priority;628.90;1692.16;0;011000;0;000000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6086552365;370644951#10_0 370644951#10_1 401506730#4_0 401506730#4_1;:6086552365_0_0 :6086552365_1_0 :6086552365_1_1 :6086552365_3_0 :6086552365_3_1 :6086552365_5_0;628.03,1701.04 634.20,1699.34 636.01,1691.31 632.49,1685.96 627.33,1684.54 622.15,1688.29 622.93,1690.33 622.79,1691.33 622.29,1692.32 621.44,1693.30 620.23,1694.27 623.87,1699.53 625.73,1698.73 626.48,1698.82 627.12,1699.24 627.63,1699.98;priority;628.90;1692.16;0;111000;1;000000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6086552365;370644951#10_0 370644951#10_1 401506730#4_0 401506730#4_1;:6086552365_0_0 :6086552365_1_0 :6086552365_1_1 :6086552365_3_0 :6086552365_3_1 :6086552365_5_0;628.03,1701.04 634.20,1699.34 636.01,1691.31 632.49,1685.96 627.33,1684.54 622.15,1688.29 622.93,1690.33 622.79,1691.33 622.29,1692.32 621.44,1693.30 620.23,1694.27 623.87,1699.53 625.73,1698.73 626.48,1698.82 627.12,1699.24 627.63,1699.98;priority;628.90;1692.16;0;111000;2;000000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6086552365;370644951#10_0 370644951#10_1 401506730#4_0 401506730#4_1;:6086552365_0_0 :6086552365_1_0 :6086552365_1_1 :6086552365_3_0 :6086552365_3_1 :6086552365_5_0;628.03,1701.04 634.20,1699.34 636.01,1691.31 632.49,1685.96 627.33,1684.54 622.15,1688.29 622.93,1690.33 622.79,1691.33 622.29,1692.32 621.44,1693.30 620.23,1694.27 623.87,1699.53 625.73,1698.73 626.48,1698.82 627.12,1699.24 627.63,1699.98;priority;628.90;1692.16;0;000111;3;000111;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6086552365;370644951#10_0 370644951#10_1 401506730#4_0 401506730#4_1;:6086552365_0_0 :6086552365_1_0 :6086552365_1_1 :6086552365_3_0 :6086552365_3_1 :6086552365_5_0;628.03,1701.04 634.20,1699.34 636.01,1691.31 632.49,1685.96 627.33,1684.54 622.15,1688.29 622.93,1690.33 622.79,1691.33 622.29,1692.32 621.44,1693.30 620.23,1694.27 623.87,1699.53 625.73,1698.73 626.48,1698.82 627.12,1699.24 627.63,1699.98;priority;628.90;1692.16;0;000111;4;000111;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6086552365;370644951#10_0 370644951#10_1 401506730#4_0 401506730#4_1;:6086552365_0_0 :6086552365_1_0 :6086552365_1_1 :6086552365_3_0 :6086552365_3_1 :6086552365_5_0;628.03,1701.04 634.20,1699.34 636.01,1691.31 632.49,1685.96 627.33,1684.54 622.15,1688.29 622.93,1690.33 622.79,1691.33 622.29,1692.32 621.44,1693.30 620.23,1694.27 623.87,1699.53 625.73,1698.73 626.48,1698.82 627.12,1699.24 627.63,1699.98;priority;628.90;1692.16;0;000110;5;000110;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6086649436;;;420.83,1371.89 419.18,1370.76;dead_end;420.00;1371.33;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106805836;-75036030#2_0 75036030#0_0;;1019.26,912.07 1017.20,908.64 1016.52,908.91 1016.30,908.85 1016.17,908.67 1016.13,908.36 1016.18,907.93 1014.21,907.59 1013.75,909.44 1013.47,910.17 1013.14,910.76 1012.77,911.22 1012.36,911.54 1014.42,914.97;dead_end;1014.33;912.69;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106805837;391958207#1_0 391958207#1_1 651186337_0;:6106805837_0_0 :6106805837_0_1;1029.65,852.74 1023.28,853.39 1023.38,854.49 1023.38,854.88 1023.35,855.27 1023.28,855.74 1023.17,856.36 1032.30,856.83 1031.72,855.22 1031.11,854.78 1030.47,854.33 1029.94,853.71;priority;1026.21;850.62;0;00;0;00;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106805837;391958207#1_0 391958207#1_1 651186337_0;:6106805837_0_0 :6106805837_0_1;1029.65,852.74 1023.28,853.39 1023.38,854.49 1023.38,854.88 1023.35,855.27 1023.28,855.74 1023.17,856.36 1032.30,856.83 1031.72,855.22 1031.11,854.78 1030.47,854.33 1029.94,853.71;priority;1026.21;850.62;0;00;1;00;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106823957;391958207#8_0 391958207#8_1 651191134_0;:6106823957_0_0 :6106823957_0_1 :6106823957_2_0;1142.93,1244.59 1148.75,1241.94 1146.06,1235.63 1140.16,1238.09 1140.31,1238.83 1140.22,1239.07 1140.01,1239.21 1139.69,1239.26 1139.26,1239.22 1138.72,1242.38 1140.73,1242.89 1141.51,1243.23 1142.13,1243.62 1142.60,1244.08;priority;1145.20;1241.85;0;100;0;000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106823957;391958207#8_0 391958207#8_1 651191134_0;:6106823957_0_0 :6106823957_0_1 :6106823957_2_0;1142.93,1244.59 1148.75,1241.94 1146.06,1235.63 1140.16,1238.09 1140.31,1238.83 1140.22,1239.07 1140.01,1239.21 1139.69,1239.26 1139.26,1239.22 1138.72,1242.38 1140.73,1242.89 1141.51,1243.23 1142.13,1243.62 1142.60,1244.08;priority;1145.20;1241.85;0;100;1;000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106823957;391958207#8_0 391958207#8_1 651191134_0;:6106823957_0_0 :6106823957_0_1 :6106823957_2_0;1142.93,1244.59 1148.75,1241.94 1146.06,1235.63 1140.16,1238.09 1140.31,1238.83 1140.22,1239.07 1140.01,1239.21 1139.69,1239.26 1139.26,1239.22 1138.72,1242.38 1140.73,1242.89 1141.51,1243.23 1142.13,1243.62 1142.60,1244.08;priority;1145.20;1241.85;0;011;2;011;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106823961;651191145_0;:6106823961_0_0 :6106823961_1_0;1156.16,1297.78 1161.75,1294.67 1160.83,1293.87 1160.32,1293.76 1159.81,1293.66 1159.32,1293.41 1158.85,1292.87 1156.12,1294.53 1156.33,1295.68 1156.16,1296.15 1155.98,1296.62 1155.94,1297.15;priority;1158.24;1294.95;0;00;0;00;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106823961;651191145_0;:6106823961_0_0 :6106823961_1_0;1156.16,1297.78 1161.75,1294.67 1160.83,1293.87 1160.32,1293.76 1159.81,1293.66 1159.32,1293.41 1158.85,1292.87 1156.12,1294.53 1156.33,1295.68 1156.16,1296.15 1155.98,1296.62 1155.94,1297.15;priority;1158.24;1294.95;0;00;1;00;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106823962;442309013#1_0 442309013#1_1;:6106823962_0_0 :6106823962_1_0 :6106823962_1_1;1020.78,1317.99 1026.36,1314.85 1026.12,1314.15 1026.18,1313.92 1026.37,1313.78 1026.68,1313.72 1027.11,1313.74 1027.54,1310.57 1025.30,1310.13 1024.44,1309.85 1023.76,1309.52 1023.25,1309.15 1022.92,1308.74 1017.34,1311.89;priority;1020.66;1311.25;0;000;0;000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106823962;442309013#1_0 442309013#1_1;:6106823962_0_0 :6106823962_1_0 :6106823962_1_1;1020.78,1317.99 1026.36,1314.85 1026.12,1314.15 1026.18,1313.92 1026.37,1313.78 1026.68,1313.72 1027.11,1313.74 1027.54,1310.57 1025.30,1310.13 1024.44,1309.85 1023.76,1309.52 1023.25,1309.15 1022.92,1308.74 1017.34,1311.89;priority;1020.66;1311.25;0;000;1;000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106823962;442309013#1_0 442309013#1_1;:6106823962_0_0 :6106823962_1_0 :6106823962_1_1;1020.78,1317.99 1026.36,1314.85 1026.12,1314.15 1026.18,1313.92 1026.37,1313.78 1026.68,1313.72 1027.11,1313.74 1027.54,1310.57 1025.30,1310.13 1024.44,1309.85 1023.76,1309.52 1023.25,1309.15 1022.92,1308.74 1017.34,1311.89;priority;1020.66;1311.25;0;000;2;000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106823965;-651191145_0 651191135_0;:6106823965_0_0 :6106823965_1_0;1058.92,1360.14 1064.26,1356.61 1063.29,1355.90 1062.79,1355.83 1062.28,1355.75 1061.80,1355.54 1061.34,1355.02 1058.62,1356.72 1058.89,1357.94 1058.76,1358.44 1058.62,1358.94 1058.63,1359.49;right_before_left;1060.77;1357.13;0;10;0;10;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6106823965;-651191145_0 651191135_0;:6106823965_0_0 :6106823965_1_0;1058.92,1360.14 1064.26,1356.61 1063.29,1355.90 1062.79,1355.83 1062.28,1355.75 1061.80,1355.54 1061.34,1355.02 1058.62,1356.72 1058.89,1357.94 1058.76,1358.44 1058.62,1358.94 1058.63,1359.49;right_before_left;1060.77;1357.13;0;01;1;00;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6281919090;172098497#0_0 -172098497#1_0;;910.86,1363.82 908.78,1360.41 907.99,1360.69 907.64,1360.66 907.33,1360.51 907.04,1360.25 906.79,1359.86 905.03,1360.80 905.31,1361.69 905.28,1362.08 905.14,1362.43 904.89,1362.75 904.52,1363.04 906.64,1366.43;dead_end;907.58;1363.48;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6336530323;676662975#4_0 676662975#0_0;;567.81,907.57 569.66,906.81 569.08,904.64 568.90,903.82 568.61,903.10 568.04,902.46 567.01,901.83 565.23,903.19 565.77,903.80 565.78,904.24 565.61,904.76 565.27,905.37 564.75,906.07 566.30,907.34 566.89,906.85 567.15,906.82 567.39,906.92 567.61,907.18;dead_end;567.54;904.24;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6336530358;676662975#1_0 676662976#0_0;;590.25,958.89 589.70,956.96 588.87,957.09 588.52,956.98 588.22,956.75 587.96,956.40 587.76,955.93 585.87,956.58 585.93,957.43 585.77,957.78 585.47,958.08 585.05,958.33 584.49,958.53 585.03,960.45 586.01,960.30 586.23,960.39 586.28,960.60 586.15,960.91 585.84,961.34 588.13,961.71;dead_end;587.65;958.68;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6336530366;676662975#2_0 172242990#0_0;;488.58,1014.93 489.11,1012.67 488.58,1011.86 486.98,1010.67 486.01,1011.69 485.58,1011.92 485.18,1011.96 484.83,1011.82 484.51,1011.48 483.23,1013.12 483.66,1013.94 483.76,1014.32 483.77,1014.67 483.70,1014.98 483.54,1015.27 485.14,1016.46 486.13,1015.47 486.59,1015.26 487.12,1015.15 487.76,1015.06;dead_end;485.83;1013.88;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6338630934;;;183.81,1524.50 182.00,1521.86;dead_end;182.91;1523.18;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6338630953;442220487#2_0 655087212_0;:6338630953_0_0;517.21,1305.35 520.26,1304.40 520.09,1303.27 520.17,1302.80 520.35,1302.41 520.65,1302.08 521.05,1301.83 520.18,1300.03 519.31,1300.22 518.91,1300.12 518.52,1299.91 518.16,1299.57 517.81,1299.10 515.12,1300.83 515.41,1301.61 515.38,1301.95 515.22,1302.26 514.94,1302.53 514.54,1302.77 515.42,1304.57 516.21,1304.36 516.54,1304.43 516.81,1304.62 517.03,1304.93;priority;517.92;1302.23;0;0;0;0;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6338630962;75243087#5_0 442220487#0_0;:6338630962_0_0;305.14,1447.21 306.80,1446.09 306.48,1445.31 306.49,1444.96 306.62,1444.63 306.86,1444.32 307.22,1444.04 305.49,1441.35 304.67,1441.67 304.29,1441.66 303.94,1441.53 303.62,1441.28 303.32,1440.91 301.66,1442.02 301.98,1442.80 301.97,1443.15 301.84,1443.48 301.59,1443.79 301.22,1444.07 302.93,1446.77 303.78,1446.44 304.16,1446.46 304.51,1446.59 304.84,1446.84;priority;304.23;1444.06;0;0;0;0;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6338630976;370644951#9_0 370644951#9_1 295038074#2_0;:6338630976_0_0 :6338630976_0_1;622.89,1689.32 628.07,1685.56 628.16,1685.13 627.56,1681.87 626.57,1682.14 626.11,1682.05 625.66,1681.82 625.23,1681.45 624.82,1680.93 619.52,1684.52 619.85,1685.29 619.83,1685.63 619.69,1685.94 619.43,1686.22 619.05,1686.48 620.00,1688.23 620.99,1687.99 621.48,1688.10 621.95,1688.35 622.43,1688.76;priority;623.76;1685.06;0;00;0;00;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6338630976;370644951#9_0 370644951#9_1 295038074#2_0;:6338630976_0_0 :6338630976_0_1;622.89,1689.32 628.07,1685.56 628.16,1685.13 627.56,1681.87 626.57,1682.14 626.11,1682.05 625.66,1681.82 625.23,1681.45 624.82,1680.93 619.52,1684.52 619.85,1685.29 619.83,1685.63 619.69,1685.94 619.43,1686.22 619.05,1686.48 620.00,1688.23 620.99,1687.99 621.48,1688.10 621.95,1688.35 622.43,1688.76;priority;623.76;1685.06;0;00;1;00;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6338729059;304547412#1_0 295038071#2_0;;598.13,1868.75 599.77,1867.60 599.43,1866.83 599.45,1866.48 599.58,1866.16 599.83,1865.87 600.19,1865.59 599.16,1863.88 598.28,1864.22 597.89,1864.21 597.53,1864.09 597.19,1863.86 596.89,1863.51 595.26,1864.67;dead_end;597.48;1866.07;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6338729079;676927033#2_0;;581.25,863.05 580.14,861.38 579.35,861.70 578.99,861.69 578.64,861.55 578.31,861.30 578.01,860.94 576.37,862.08 576.70,862.85 576.69,863.21 576.57,863.54 576.33,863.85 575.97,864.13 577.06,865.81;dead_end;578.63;863.59;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6338729080;676927033#1_0;;560.36,876.73 559.27,875.05 558.48,875.37 558.12,875.35 557.79,875.22 557.48,874.97 557.20,874.61 555.52,875.70 555.84,876.50 555.82,876.86 555.69,877.19 555.45,877.51 555.09,877.79 556.18,879.47;dead_end;557.72;877.26;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6338729081;627164600#0_0 676927033#0_0;;483.16,929.28 484.82,928.17 484.50,927.39 484.51,927.03 484.64,926.70 484.88,926.39 485.24,926.10 484.14,924.43 483.35,924.75 482.98,924.73 482.64,924.60 482.33,924.35 482.03,923.99 480.37,925.09 480.69,925.88 480.67,926.23 480.54,926.56 480.29,926.87 479.93,927.15 481.00,928.84 481.82,928.52 482.19,928.53 482.54,928.67 482.86,928.91;dead_end;482.60;926.64;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;791159752;;;1635.72,-0.23 1638.88,0.23;dead_end;1637.30;0.00;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885797653;-75036014#0_0 320898743#1_0 320898743#1_1;:885797653_0_0 :885797653_1_0 :885797653_2_0 :885797653_3_0 :885797653_3_1;1603.13,1252.35 1609.50,1251.79 1609.73,1249.33 1610.21,1248.42 1610.93,1247.71 1611.88,1247.22 1613.08,1246.93 1612.20,1240.59 1597.93,1242.57 1598.81,1248.91 1601.05,1249.05 1601.87,1249.50 1602.49,1250.20 1602.91,1251.15;priority;1605.67;1244.73;0;11000;0;11000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885797653;-75036014#0_0 320898743#1_0 320898743#1_1;:885797653_0_0 :885797653_1_0 :885797653_2_0 :885797653_3_0 :885797653_3_1;1603.13,1252.35 1609.50,1251.79 1609.73,1249.33 1610.21,1248.42 1610.93,1247.71 1611.88,1247.22 1613.08,1246.93 1612.20,1240.59 1597.93,1242.57 1598.81,1248.91 1601.05,1249.05 1601.87,1249.50 1602.49,1250.20 1602.91,1251.15;priority;1605.67;1244.73;0;00100;1;00100;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885797653;-75036014#0_0 320898743#1_0 320898743#1_1;:885797653_0_0 :885797653_1_0 :885797653_2_0 :885797653_3_0 :885797653_3_1;1603.13,1252.35 1609.50,1251.79 1609.73,1249.33 1610.21,1248.42 1610.93,1247.71 1611.88,1247.22 1613.08,1246.93 1612.20,1240.59 1597.93,1242.57 1598.81,1248.91 1601.05,1249.05 1601.87,1249.50 1602.49,1250.20 1602.91,1251.15;priority;1605.67;1244.73;0;00010;2;00000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885797653;-75036014#0_0 320898743#1_0 320898743#1_1;:885797653_0_0 :885797653_1_0 :885797653_2_0 :885797653_3_0 :885797653_3_1;1603.13,1252.35 1609.50,1251.79 1609.73,1249.33 1610.21,1248.42 1610.93,1247.71 1611.88,1247.22 1613.08,1246.93 1612.20,1240.59 1597.93,1242.57 1598.81,1248.91 1601.05,1249.05 1601.87,1249.50 1602.49,1250.20 1602.91,1251.15;priority;1605.67;1244.73;0;00001;3;00000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885797653;-75036014#0_0 320898743#1_0 320898743#1_1;:885797653_0_0 :885797653_1_0 :885797653_2_0 :885797653_3_0 :885797653_3_1;1603.13,1252.35 1609.50,1251.79 1609.73,1249.33 1610.21,1248.42 1610.93,1247.71 1611.88,1247.22 1613.08,1246.93 1612.20,1240.59 1597.93,1242.57 1598.81,1248.91 1601.05,1249.05 1601.87,1249.50 1602.49,1250.20 1602.91,1251.15;priority;1605.67;1244.73;0;00001;4;00000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885797654;413976463#2_0 413976463#2_1;;1809.40,1863.02 1809.24,1869.42;dead_end;1809.32;1866.22;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885797655;428046226#4_0 442451694_0 442451694_1 75036015_0;:885797655_0_0 :885797655_1_0 :885797655_1_1;1421.57,1935.28 1421.71,1928.88 1419.77,1928.39 1419.00,1927.80 1418.36,1926.99 1417.86,1925.96 1417.49,1924.70 1414.36,1925.39 1414.39,1927.05 1414.09,1927.59 1413.58,1927.94 1412.86,1928.09 1411.93,1928.06 1411.11,1934.40 1414.06,1935.14 1415.09,1935.73 1415.83,1936.46 1416.26,1937.33 1416.40,1938.34 1418.40,1938.36 1418.77,1936.62 1419.21,1936.02 1419.82,1935.59 1420.61,1935.35;priority;1417.46;1931.99;0;110;0;110;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885797655;428046226#4_0 442451694_0 442451694_1 75036015_0;:885797655_0_0 :885797655_1_0 :885797655_1_1;1421.57,1935.28 1421.71,1928.88 1419.77,1928.39 1419.00,1927.80 1418.36,1926.99 1417.86,1925.96 1417.49,1924.70 1414.36,1925.39 1414.39,1927.05 1414.09,1927.59 1413.58,1927.94 1412.86,1928.09 1411.93,1928.06 1411.11,1934.40 1414.06,1935.14 1415.09,1935.73 1415.83,1936.46 1416.26,1937.33 1416.40,1938.34 1418.40,1938.36 1418.77,1936.62 1419.21,1936.02 1419.82,1935.59 1420.61,1935.35;priority;1417.46;1931.99;0;001;1;000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885797655;428046226#4_0 442451694_0 442451694_1 75036015_0;:885797655_0_0 :885797655_1_0 :885797655_1_1;1421.57,1935.28 1421.71,1928.88 1419.77,1928.39 1419.00,1927.80 1418.36,1926.99 1417.86,1925.96 1417.49,1924.70 1414.36,1925.39 1414.39,1927.05 1414.09,1927.59 1413.58,1927.94 1412.86,1928.09 1411.93,1928.06 1411.11,1934.40 1414.06,1935.14 1415.09,1935.73 1415.83,1936.46 1416.26,1937.33 1416.40,1938.34 1418.40,1938.36 1418.77,1936.62 1419.21,1936.02 1419.82,1935.59 1420.61,1935.35;priority;1417.46;1931.99;0;001;2;000;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885797656;320898734#0_0 428030875#2_0;:885797656_0_0 :885797656_1_0 :885797656_2_0 :885797656_3_0;1410.38,932.54 1413.49,931.79 1413.44,930.47 1413.66,929.97 1414.03,929.56 1414.56,929.26 1415.25,929.06 1414.65,925.92 1413.22,925.80 1412.64,925.43 1412.16,924.84 1411.77,924.03 1411.48,923.02 1408.36,923.70 1408.38,924.91 1408.17,925.27 1407.80,925.47 1407.27,925.50 1406.59,925.37 1405.74,928.46 1408.00,929.39 1408.86,930.02 1409.54,930.75 1410.05,931.60;right_before_left;1410.99;928.25;0;0100;0;0000;;;;;;;;;;;
