net_junctionCornerDetail;net_limitTurnSpeed;net_version;location_convBoundary;location_netOffset;location_origBoundary;location_projParameter;type_allow;type_id;type_numLanes;type_oneway;type_priority;type_speed;type_width;type_disallow;edge_function;edge_id;lane_disallow;lane_id;lane_index;lane_length;lane_shape;lane_speed;edge_from;edge_name;edge_priority;edge_to;edge_type;param_key;param_value;edge_shape;edge_spreadType;tlLogic_id;tlLogic_offset;tlLogic_programID;tlLogic_type;phase_duration;phase_maxDur;phase_minDur;phase_state;junction_id;junction_incLanes;junction_intLanes;junction_shape;junction_type;junction_x;junction_y;request_cont;request_foes;request_index;request_response;connection_dir;connection_from;connection_fromLane;connection_state;connection_to;connection_toLane;connection_via;connection_linkIndex;connection_tl;roundabout_edges;roundabout_nodes
5;5.50;1.3;;;;;;;;;;;;;;436938483#2;;436938483#2_0;0;25.49;529.07,875.22 531.61,879.13 518.68,888.03 515.69,883.84;2.78;4347845172;;1;4137694898;highway.footway;origId;436938483;527.72,873.14 531.61,879.13 518.68,888.03 514.25,881.82;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436938483#3;;436938483#3_0;0;9.57;512.86,879.75 510.48,876.19 514.79,873.12;2.78;4137694898;;1;5920577430;highway.footway;origId;436938483;514.25,881.82 510.48,876.19 516.82,871.67;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436938484;;436938484_0;0;17.99;529.78,871.75 544.67,861.67;2.78;4347845172;;1;5046971874;highway.footway;origId;436938484;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436938486;;436938486_0;0;40.44;478.78,906.00 512.19,883.22;2.78;4347845183;;1;4137694898;highway.footway;origId;436938486;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436938487#1;;436938487#1_0;0;4.29;467.07,907.55 466.63,908.17 466.07,910.12 466.18,911.61;2.78;5864710325;;1;4347845184;highway.footway;origId;436938487;468.71,905.89 467.83,906.50 466.63,908.17 466.07,910.12 466.22,912.15 466.96,913.87;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436938487#2;;436938487#2_0;0;4.77;468.56,915.49 469.83,916.22 471.68,916.61 473.08,916.46;2.78;4347845184;;1;4347851790;highway.footway;origId;436938487;466.96,913.87 468.21,915.28 469.83,916.22 471.68,916.61 473.55,916.42 475.26,915.63;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436938487#3;;436938487#3_0;0;4.67;476.88,913.94 477.56,912.73 477.91,910.88 477.72,909.50;2.78;4347851790;;1;4347845183;highway.footway;origId;436938487;475.26,915.63 476.64,914.36 477.56,912.73 477.91,910.88 477.65,909.02 476.83,907.33;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436938487#4;;436938487#4_0;0;4.19;475.12,905.78 473.53,905.03 471.50,904.84 471.12,904.94;2.78;4347845183;;1;5864710325;highway.footway;origId;436938487;476.83,907.33 475.39,905.91 473.53,905.03 471.50,904.84 469.51,905.35 468.71,905.89;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436938488;;436938488_0;0;21.24;467.54,903.53 458.07,884.52;2.78;5864710325;;1;4347851803;highway.footway;origId;436938488;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436940257#0;;436940257#0_0;0;40.92;757.68,1416.67 765.80,1411.31 783.81,1436.78;2.78;4347874657;;1;4347874659;highway.footway;origId;436940257;753.76,1419.25 765.80,1411.31 785.85,1439.67;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436940257#1;;436940257#1_0;0;8.81;783.68,1441.07 776.26,1445.84;2.78;4347874659;;1;262577385;highway.footway;origId;436940257;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;436940257#2;;436940257#2_0;0;25.54;769.29,1445.90 756.43,1423.83;2.78;262577385;;1;4347874657;highway.footway;origId;436940257;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;438490972;;438490972_0;0;7.64;1085.75,1918.77 1085.23,1911.14;2.78;4362341159;;1;4362341160;highway.footway;origId;438490972;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;438490973;;438490973_0;0;68.79;807.66,1918.18 838.74,1971.31 842.40,1977.55;2.78;4362341161;;1;2706118190;highway.footway;origId;438490973;806.44,1916.10 838.74,1971.31 842.40,1977.55;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;438490981#0;;438490981#0_0;0;0.19;964.08,1931.90 964.22,1931.78;2.78;2707224065;;1;2707224067;highway.footway;origId;438490981;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;438490981#1;;438490981#1_0;0;6.41;970.24,1927.43 971.75,1926.81 975.01,1927.04 976.41,1927.61;2.78;2707224067;;1;4729586342;highway.footway;origId;438490981;968.41,1928.17 971.75,1926.81 975.01,1927.04 979.36,1928.83;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440269895#0;;440269895#0_0;0;52.67;449.78,1958.37 453.12,1963.09 482.50,1942.56 488.88,1951.58;2.78;4379981322;;1;4620110466;highway.footway;origId;440269895;449.20,1957.55 453.12,1963.09 482.50,1942.56 489.45,1952.39;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440269895#1;;440269895#1_0;0;61.91;490.27,1951.82 493.24,1949.74 482.38,1934.38 450.02,1956.97;2.78;4620110466;;1;4379981322;highway.footway;origId;440269895;489.45,1952.39 493.24,1949.74 482.38,1934.38 449.20,1957.55;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440274470;;440274470_0;0;62.51;500.22,1838.33 552.80,1804.53;2.78;4380034703;Pasaje Santa Rosa;1;888212324;highway.pedestrian;origId;440274470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440274471#1;;440274471#1_0;0;2.24;490.93,1849.43 491.16,1849.58 492.75,1850.01 493.07,1849.99;2.78;888212401;Óvalo Taulichusco;1;4380034702;highway.pedestrian;origId;440274471;487.88,1847.85 489.08,1849.42 490.74,1850.50 492.65,1851.02 494.63,1850.89 496.46,1850.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440274471#2;;440274471#2_0;0;2.43;497.85,1847.00 498.07,1846.59 498.33,1844.88 498.28,1844.65;2.78;4380034702;Óvalo Taulichusco;1;4380034703;highway.pedestrian;origId;440274471;496.46,1850.14 498.03,1848.75 499.03,1846.91 499.34,1844.86 498.93,1842.81 497.86,1841.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440274471#3;;440274471#3_0;0;8.94;494.75,1840.23 494.30,1840.06 492.65,1839.98 491.08,1840.43 489.73,1841.36 488.75,1842.66 488.23,1844.21 488.23,1844.48;2.78;4380034703;Óvalo Taulichusco;1;888212401;highway.pedestrian;origId;440274471;497.86,1841.03 496.34,1839.77 494.51,1839.07 492.54,1838.98 490.65,1839.52 489.03,1840.62 487.85,1842.18 487.23,1844.05 487.25,1846.01 487.88,1847.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440398186;;440398186_0;0;2.16;681.47,1925.98 680.38,1924.13;2.78;4381177947;;1;4381177948;highway.footway;origId;440398186;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440398187#0;;440398187#0_0;0;6.72;687.57,1932.75 687.90,1931.84 687.94,1930.70 687.61,1929.60 686.94,1928.67 686.02,1927.99 684.91,1927.64;2.78;4381177959;;1;4381177947;highway.footway;origId;440398187;687.51,1932.91 687.90,1931.84 687.94,1930.70 687.61,1929.60 686.94,1928.67 686.02,1927.99 684.92,1927.64 683.77,1927.65 682.69,1928.03;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440398187#1;;440398187#1_0;0;10.65;681.12,1929.73 680.81,1930.96 680.95,1932.15 681.47,1933.24 682.34,1934.08 683.43,1934.60 684.64,1934.70 685.82,1934.43 686.78,1933.80 687.40,1933.04;2.78;4381177947;;1;4381177959;highway.footway;origId;440398187;682.69,1928.03 681.74,1928.77 681.08,1929.79 680.81,1930.96 680.95,1932.15 681.47,1933.24 682.34,1934.08 683.43,1934.60 684.64,1934.70 685.82,1934.43 686.78,1933.80 687.51,1932.91;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440398188;;440398188_0;0;29.62;730.79,1891.45 734.20,1896.61 734.82,1900.14 736.91,1907.43 740.42,1914.30 742.98,1918.07;2.78;4381177967;;1;4381177972;highway.footway;origId;440398188;730.79,1891.45 734.20,1896.61 734.82,1900.14 736.91,1907.43 740.42,1914.30 742.98,1918.07;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;440402238;;440402238_0;0;93.65;686.19,1987.04 691.36,1979.78 696.57,1975.47 702.73,1973.33 708.65,1972.66 714.42,1971.54 723.42,1968.92 732.57,1966.59 739.54,1962.29 744.71,1954.41 755.34,1938.17 758.14,1935.62;2.78;4381220059;;1;4381220070;highway.path;origId;440402238;686.19,1987.04 691.36,1979.78 696.57,1975.47 702.73,1973.33 708.65,1972.66 714.42,1971.54 723.42,1968.92 732.57,1966.59 739.54,1962.29 744.71,1954.41 755.34,1938.17 758.14,1935.62;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442220487#0;;442220487#0_0;0;142.31;182.91,1523.18 193.06,1516.22 200.88,1511.05 207.72,1506.35 236.50,1487.51 264.37,1469.26 302.08,1445.42;39.44;6338630934;Metropolitano;1;6338630962;highway.service;origId;442220487;182.91,1523.18 193.06,1516.22 200.88,1511.05 207.72,1506.35 236.50,1487.51 264.37,1469.26 304.23,1444.06;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442220487#1;;442220487#1_0;0;118.39;306.36,1442.69 365.77,1404.50 406.87,1380.16;39.44;6338630962;Metropolitano;1;cluster_1405230315_262577481_6338630968;highway.service;origId;442220487;304.23,1444.06 365.77,1404.50 407.02,1380.07 413.42,1376.64;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442220487#2;;442220487#2_0;0;121.37;421.33,1372.39 460.90,1348.19 511.29,1317.14 517.02,1313.18 518.89,1309.62 519.09,1306.04 518.74,1304.87;39.44;cluster_1405230315_262577481_6338630968;Metropolitano;1;6338630953;highway.service;origId;442220487;413.42,1376.64 420.95,1372.62 460.90,1348.19 511.29,1317.14 517.02,1313.18 518.89,1309.62 519.09,1306.04 517.92,1302.23;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442220487#3;;442220487#3_0;0;111.89;516.46,1299.97 492.31,1262.48 464.00,1220.62 454.65,1206.71;39.44;6338630953;Metropolitano;1;cluster_1841915465_257946648_6338630967;highway.service;origId;442220487;517.92,1302.23 492.31,1262.48 464.00,1220.62 450.50,1200.53;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442220487#4;;442220487#4_0;0;21.39;446.51,1194.49 438.38,1182.18 434.72,1176.64;39.44;cluster_1841915465_257946648_6338630967;Metropolitano;1;4399101034;highway.service;origId;442220487 442220483;450.50,1200.53 438.38,1182.18 411.22,1141.15 393.59,1120.52 372.46,1090.64 362.05,1076.36 344.49,1050.00 344.28,1043.41 355.07,1049.36 369.70,1071.20 406.88,1126.53 417.03,1143.65 437.78,1174.77;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442240086;;442240086_0;0;211.63;512.45,477.04 590.17,486.53 584.28,527.23 545.44,522.17 547.77,508.13 509.33,502.88;5.56;4399296529;;1;5922661184;highway.service;origId;442240086;507.78,476.47 590.17,486.53 584.28,527.23 545.44,522.17 547.77,508.13 504.65,502.25;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442240087;;442240087_0;0;22.81;523.89,383.05 546.54,385.71;5.56;cluster_4399296533_6129215359;;1;5922661181;highway.service;origId;442240087;519.02,384.09 549.46,387.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442262161;;442262161_0;0;120.86;1027.26,604.42 1032.25,702.26 1027.85,717.56 1021.93,721.25;5.56;cluster_1830390033_1830390036;Jirón Andahuaylas;1;885797670;highway.service;origId;442262161;1026.73,594.04 1032.25,702.26 1027.85,717.56 1018.24,723.56;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309009#0;;442309009#0_0;0;3.87;937.75,1188.66 937.65,1187.08 936.58,1185.06;8.33;4400009121;;1;4400009127;highway.service;origId;442309009;938.08,1194.44 937.65,1187.08 934.79,1181.69;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309009#1;;442309009#1_0;0;26.27;933.56,1179.39 921.23,1156.20;8.33;4400009127;;1;4400009119;highway.service;origId;442309009;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309010;;442309010_0;0;43.86;909.14,1132.31 894.47,1101.58 885.34,1097.98;5.56;4400009122;;1;4400009124;highway.service;origId;442309010;909.14,1132.31 894.47,1101.58 878.90,1095.44;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309011;;442309011_0;0;3.40;941.60,1179.68 938.57,1181.21;5.56;4400009125;;1;4400009127;highway.service;origId;442309011;945.40,1175.06 942.38,1179.28 938.58,1181.21 934.79,1181.69;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309012#0;tram rail_urban rail rail_electric rail_fast ship;442309012#0_0;0;80.22;902.26,1090.69 940.01,1161.48;11.11;885797660;Jirón Ayacucho;3;3023220662;highway.residential;origId;442309012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309012#1;tram rail_urban rail rail_electric rail_fast ship;442309012#1_0;0;3.43;944.42,1169.79 946.02,1172.82;11.11;3023220662;Jirón Ayacucho;3;4400009125;highway.residential;origId;442309012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309012#2;tram rail_urban rail rail_electric rail_fast ship;442309012#2_0;0;0.87;949.03,1179.02 949.40,1179.80;11.11;4400009125;Jirón Ayacucho;3;885797690;highway.residential;origId;442309012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309013#0;tram rail_urban rail rail_electric rail_fast ship;442309013#0_0;0;112.53;956.07,1192.80 1011.08,1290.98;11.11;885797690;Jirón Ayacucho;3;885797790;highway.residential;origId;442309013;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309013#0;tram rail_urban rail rail_electric rail_fast ship;442309013#0_1;1;112.53;953.28,1194.37 1008.28,1292.54;11.11;885797690;Jirón Ayacucho;3;885797790;highway.residential;origId;442309013;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309013#1;tram rail_urban rail rail_electric rail_fast ship;442309013#1_0;0;6.80;1018.18,1303.60 1021.52,1309.53;11.11;885797790;Jirón Ayacucho;3;6106823962;highway.residential;origId;442309013;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309013#1;tram rail_urban rail rail_electric rail_fast ship;442309013#1_1;1;6.80;1015.39,1305.18 1018.74,1311.10;11.11;885797790;Jirón Ayacucho;3;6106823962;highway.residential;origId;442309013;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309013#2;tram rail_urban rail rail_electric rail_fast ship;442309013#2_0;0;62.53;1024.96,1315.63 1055.65,1370.12;11.11;6106823962;Jirón Ayacucho;3;5835281650;highway.residential;origId;442309013;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309013#2;tram rail_urban rail rail_electric rail_fast ship;442309013#2_1;1;62.53;1022.18,1317.20 1052.86,1371.69;11.11;6106823962;Jirón Ayacucho;3;5835281650;highway.residential;origId;442309013;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309013#3;tram rail_urban rail rail_electric rail_fast ship;442309013#3_0;0;0.20;1057.70,1373.75 1057.80,1373.93;11.11;5835281650;Jirón Ayacucho;3;5835281639;highway.residential;origId;442309013;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309013#3;tram rail_urban rail rail_electric rail_fast ship;442309013#3_1;1;0.20;1054.92,1375.34 1055.02,1375.51;11.11;5835281650;Jirón Ayacucho;3;5835281639;highway.residential;origId;442309013;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309013#4;tram rail_urban rail rail_electric rail_fast ship;442309013#4_0;0;27.50;1059.98,1377.76 1073.56,1401.67;11.11;5835281639;Jirón Ayacucho;3;885797828;highway.residential;origId;442309013;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309013#4;tram rail_urban rail rail_electric rail_fast ship;442309013#4_1;1;27.50;1057.19,1379.34 1070.78,1403.25;11.11;5835281639;Jirón Ayacucho;3;885797828;highway.residential;origId;442309013;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442309030;;442309030_0;0;36.27;1128.17,1420.77 1113.43,1396.40 1109.68,1389.99 1109.49,1389.68;5.56;4400009241;;1;4400009242;highway.service;origId;442309030 672390591 672390590;1129.54,1419.94 1114.81,1395.59 1111.06,1389.17 1109.17,1386.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442317099#1;tram rail_urban rail rail_electric rail_fast ship;442317099#1_0;0;66.37;877.40,1225.47 935.76,1193.87;8.33;cluster_3023220718_3023220719_3023388800_31080126_316632494_5434182513;Jirón Antonio Miró Quesada;3;4400009121;highway.residential;origId;442317099;874.70,1228.75 938.08,1194.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442317099#2;tram rail_urban rail rail_electric rail_fast ship;442317099#2_0;0;2.97;941.51,1190.76 944.13,1189.34;8.33;4400009121;Jirón Antonio Miró Quesada;3;885797690;highway.residential;origId;442317099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442317100;tram rail_urban rail rail_electric rail_fast ship;442317100_0;0;131.25;956.79,1182.00 1068.48,1113.07;8.33;885797690;Jirón Antonio Miró Quesada;3;885797804;highway.residential;origId;442317100;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442317100;tram rail_urban rail rail_electric rail_fast ship;442317100_1;1;131.25;958.47,1184.72 1070.16,1115.80;8.33;885797690;Jirón Antonio Miró Quesada;3;885797804;highway.residential;origId;442317100;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334023;tram rail_urban rail rail_electric rail_fast ship;442334023_0;0;0.20;1321.65,1913.54 1321.56,1913.36;11.11;885797785;Jirón Ayacucho;3;5920696129;highway.residential;origId;442334023;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334028#0;;442334028#0_0;0;15.89;1090.98,1591.30 1088.31,1585.86 1097.16,1581.58;2.78;5852203193;;1;5852203185;highway.footway;origId;442334028;1092.08,1593.54 1088.31,1585.86 1099.46,1580.48;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334028#1;;442334028#1_0;0;15.41;1101.67,1579.40 1110.23,1575.24 1112.83,1580.53;2.78;5852203185;;1;5852203190;highway.footway;origId;442334028;1099.46,1580.48 1110.23,1575.24 1113.95,1582.80;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334028#2;;442334028#2_0;0;1.69;1115.05,1585.02 1115.80,1586.54;2.78;5852203190;;1;5852203187;highway.footway;origId;442334028;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334028#3;;442334028#3_0;0;13.99;1118.01,1591.02 1120.09,1595.21 1111.72,1599.30;2.78;5852203187;;1;5852203186;highway.footway;origId;442334028;1116.89,1588.75 1120.09,1595.21 1109.45,1600.41;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334028#4;;442334028#4_0;0;13.60;1107.23,1601.50 1098.22,1605.94 1096.63,1602.76;2.78;5852203186;;1;5852203191;highway.footway;origId;442334028;1109.45,1600.41 1098.22,1605.94 1095.51,1600.51;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334028#5;;442334028#5_0;0;2.78;1094.41,1598.28 1093.18,1595.79;2.78;5852203191;;1;5852203193;highway.footway;origId;442334028;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334029;;442334029_0;0;18.87;1110.62,1602.65 1119.36,1619.37;2.78;5852203186;;1;4400271795;highway.footway;origId;442334029;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334031#0;;442334031#0_0;0;18.99;1119.20,1587.70 1131.05,1582.35 1134.94,1577.80;2.78;5852203187;;1;5833607224;highway.footway;origId;442334031;1116.89,1588.75 1131.05,1582.35 1137.44,1574.87;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334031#1;;442334031#1_0;0;20.63;1138.96,1574.05 1157.09,1564.23;2.78;5833607224;;1;3090924082;highway.footway;origId;442334031;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334032;;442334032_0;0;12.30;1098.24,1578.24 1092.38,1567.43;2.78;5852203185;;1;4400271800;highway.footway;origId;442334032;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334036#0;tram rail_urban rail rail_electric rail_fast ship;442334036#0_0;0;122.92;1241.48,1458.02 1137.56,1523.68;5.56;885797819;Jirón Junín;10;885797750;highway.tertiary;origId;442334036;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334036#0;tram rail_urban rail rail_electric rail_fast ship;442334036#0_1;1;122.92;1239.77,1455.32 1135.85,1520.97;5.56;885797819;Jirón Junín;10;885797750;highway.tertiary;origId;442334036;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334036#1;tram rail_urban rail rail_electric rail_fast ship;442334036#1_0;0;81.08;1124.39,1534.74 1123.93,1535.19 1058.58,1573.05 1054.17,1575.99;5.56;885797750;Jirón Junín;10;cluster_262577184_6129487414;highway.tertiary;origId;442334036;1131.59,1525.56 1122.96,1533.90 1057.74,1571.69 1051.22,1576.04 1044.28,1580.04;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442334036#1;tram rail_urban rail rail_electric rail_fast ship;442334036#1_1;1;81.08;1122.17,1532.44 1121.99,1532.61 1056.89,1570.33 1052.57,1573.21;5.56;885797750;Jirón Junín;10;cluster_262577184_6129487414;highway.tertiary;origId;442334036;1131.59,1525.56 1122.96,1533.90 1057.74,1571.69 1051.22,1576.04 1044.28,1580.04;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442440306;;442440306_0;0;6.97;1259.72,1569.57 1256.77,1563.25;2.78;4401212891;;1;4401212892;highway.footway;origId;442440306;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442440307#1;;442440307#1_0;0;7.03;1258.03,1559.96 1264.49,1557.18;2.78;4401212892;;1;4401212895;highway.footway;origId;442440307;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442440307#2;;442440307#2_0;0;9.65;1269.08,1555.21 1277.95,1551.40;2.78;4401212895;;1;4401212894;highway.footway;origId;442440307;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442440308;;442440308_0;0;51.61;1265.80,1553.89 1259.74,1539.60 1265.30,1529.05 1262.12,1522.50 1248.88,1528.46 1247.88,1526.32;2.78;4401212895;;1;4401212911;highway.footway;origId;442440308 442440309;1266.78,1556.20 1259.74,1539.60 1265.30,1529.05 1262.12,1522.50 1248.88,1528.46 1246.83,1524.07;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442440309#1;;442440309#1_0;0;1.74;1245.76,1521.79 1245.02,1520.22;2.78;4401212911;;1;4401212908;highway.footway;origId;442440309;1246.83,1524.07 1245.81,1521.88 1243.95,1517.93;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442440309#2;;442440309#2_0;0;0.20;1243.42,1516.80 1243.34,1516.62;2.78;4401212908;;1;4401212901;highway.footway;origId;442440309;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442440310#0;;442440310#0_0;0;29.44;1270.97,1507.90 1259.18,1513.14 1248.58,1518.95 1244.66,1516.85;2.78;4401212899;;1;4401212901;highway.footway;origId;442440310;1273.88,1506.61 1259.18,1513.14 1248.58,1518.95 1243.04,1515.99;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.3;;;;;;;;;;;;;;442440310#1;;442440310#1_0;0;11.05;1242.26,1514.33 1237.57,1504.32;2.78;4401212901;;1;4401212902;highway.footway;origId;442440310;;center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
